行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
4850,CN-2023333810,2023/09/12,2023/09/17,标准级,迟-20995,唐丹丹,公司,阜新,黑龙江,中国,东北,办公-器具-10001697,办公用品,器具,GlobeWeis 耐用器具,9351.7,10,0.0,2660.11
4851,CN-2023957906,2023/01/23,2023/01/25,一级,杜-16299,罗楠,公司,石家庄,辽宁,中国,东北,办公-收纳-10003911,办公用品,收纳具,Smead 银色收纳具,6269.55,2,0.0,1154.12
4852,CN-2024974447,2024/07/11,2024/07/13,标准级,张-20538,张瑜,公司,杭州,云南,中国,西南,技术-复印-10004805,技术,复印机,松下 耐用复印机,40060.86,9,0.0,1934.76
4853,CN-2023848780,2023/07/23,2023/07/25,二级,车-10005,贾坤,小型企业,巢湖,山西,中国,华北,技术-电话-10002875,技术,电话,思科 耐用电话,5103.09,4,0.21,1113.24
4854,CN-2023142743,2023/10/08,2023/10/11,标准级,王-19126,李辉,消费者,济南,海南,中国,华南,办公-收纳-10001417,办公用品,收纳具,KitchenAid 银色收纳具,35493.94,8,0.0,-1045.26
4855,CN-2023422222,2023/04/04,2023/04/11,二级,汪-12208,卢莹,消费者,太原,安徽,中国,华东,技术-电话-10000131,技术,电话,三星 银色电话,15055.77,5,0.0,3035.96
4856,CN-2024370124,2024/11/24,2024/11/27,当日,吴-16522,张桂珍,消费者,合肥,湖南,中国,华中,技术-配件-10003767,技术,配件,思科 蓝色配件,9684.9,6,0.12,2725.13
4857,CN-2022810527,2022/11/20,2022/11/21,标准级,刘-20142,张玉珍,消费者,通辽,黑龙江,中国,东北,家具-书架-10001477,家具,书架,Hon 耐用书架,187.81,1,0.0,45.33
4858,CN-2021224533,2021/06/22,2021/06/24,二级,成-18446,李红,消费者,香港,湖南,中国,华中,办公-装订-10004590,办公用品,装订机,KitchenAid 银色装订机,9135.8,5,0.0,-768.59
4859,CN-2024889731,2024/09/23,2024/09/26,二级,马-21061,陆瑜,公司,南宁,河南,中国,华中,技术-配件-10004255,技术,配件,思科 白色配件,2939.06,10,0.0,-64.43
4860,CN-2022350345,2022/10/13,2022/10/15,二级,殷-13298,阎欣,消费者,北镇,广东,中国,华南,家具-桌子-10004694,家具,桌子,Novimex 耐用桌子,17986.89,8,0.34,-2576.88
4861,CN-2024373415,2024/07/10,2024/07/11,标准级,潘-19722,杨丽华,消费者,南宁,云南,中国,西南,办公-用品-10004996,办公用品,用品,Fiskars 红色用品,20629.17,7,0.13,7439.63
4862,CN-2022298531,2022/06/06,2022/06/09,一级,张-21499,周桂芝,消费者,汕尾,湖北,中国,华中,办公-系固-10000127,办公用品,系固件,Wilson Jones 白色系固件,18242.25,9,0.45,4985.58
4863,CN-2023107915,2023/07/06,2023/07/12,标准级,茅-10707,周萍,消费者,六安,西藏,中国,西南,技术-配件-10001712,技术,配件,诺基亚 白色配件,12193.86,6,0.36,-401.29
4864,CN-2023833908,2023/08/12,2023/08/13,当日,袁-18820,林飞,小型企业,石家庄,云南,中国,西南,技术-设备-10003429,技术,设备,惠普 黑色设备,18730.95,8,0.44,5070.85
4865,CN-2023836653,2023/04/25,2023/04/30,标准级,张-17019,蔡红梅,消费者,宁德,山西,中国,华北,技术-设备-10001011,技术,设备,惠普 工业设备,19909.89,5,0.0,4032.41
4866,CN-2022295013,2022/03/13,2022/03/19,当日,王-17176,杜桂花,消费者,太原,广东,中国,华南,技术-配件-10003372,技术,配件,诺基亚 白色配件,447.19,1,0.0,-6.48
4867,CN-2024963291,2024/07/05,2024/07/08,二级,赵-19216,蒋宇,公司,马鞍山,辽宁,中国,东北,家具-椅子-10000803,家具,椅子,SAFCO 黑色椅子,2139.17,5,0.33,-50.47
4868,CN-2021601485,2021/04/27,2021/04/29,当日,刘-16290,卢文,消费者,辽阳,湖北,中国,华中,办公-信封-10001207,办公用品,信封,Avery 工业信封,6168.9,6,0.0,1325.2
4869,CN-2024201796,2024/10/05,2024/10/11,一级,王-21068,凌辉,消费者,石家庄,湖南,中国,华中,家具-椅子-10001003,家具,椅子,Hon 黑色椅子,1576.9,1,0.0,473.92
4870,CN-2022217759,2022/08/15,2022/08/20,当日,王-18125,张佳,消费者,宁德,云南,中国,西南,家具-用具-10001744,家具,用具,Office Star 银色用具,6017.07,5,0.39,-1141.71
4871,CN-2023198671,2023/12/13,2023/12/20,标准级,张-19137,张阳,消费者,郑州,湖南,中国,华中,技术-复印-10000574,技术,复印机,诺基亚 实惠复印机,8245.46,9,0.3,-1524.13
4872,CN-2024410741,2024/01/02,2024/01/03,标准级,张-19355,张瑞,小型企业,北京,北京,中国,华北,办公-纸张-10001484,办公用品,纸张,Fiskars 银色纸张,18129.52,6,0.0,619.89
4873,CN-2023901318,2023/02/11,2023/02/16,标准级,宋-10385,庞桂英,消费者,上海,上海,中国,华东,技术-复印-10002891,技术,复印机,柯尼卡 蓝色复印机,17359.4,7,0.0,-3362.98
4874,CN-2022619582,2022/01/28,2022/02/03,当日,刘-13276,韩萍,公司,长春,湖北,中国,华中,家具-椅子-10000654,家具,椅子,Hon 工业椅子,23515.68,6,0.0,9259.44
4875,CN-2024636576,2024/07/02,2024/07/05,标准级,罗-20680,徐桂珍,消费者,天津,山西,中国,华北,办公-收纳-10001274,办公用品,收纳具,KitchenAid 耐用收纳具,11253.92,9,0.0,-511.83
4876,CN-2021757235,2021/07/05,2021/07/07,标准级,张-10316,魏金凤,消费者,拉萨,海南,中国,华南,办公-用品-10002398,办公用品,用品,Wilson Jones 蓝色用品,27266.7,10,0.28,137.73
4877,CN-2023923537,2023/09/20,2023/09/25,一级,吴-20713,王琴,消费者,重庆,重庆,中国,西南,办公-收纳-10001196,办公用品,收纳具,Wilson Jones 耐用收纳具,5232.15,5,0.0,1453.15
4878,CN-2023896497,2023/10/22,2023/10/29,当日,杨-20333,俞晶,公司,海门,四川,中国,西南,技术-配件-10000278,技术,配件,思科 黑色配件,1649.15,2,0.41,21.45
4879,CN-2024271411,2024/03/02,2024/03/04,标准级,黄-21996,高红梅,消费者,北京,北京,中国,华北,办公-收纳-10004792,办公用品,收纳具,Wilson Jones 红色收纳具,5357.66,3,0.35,2085.87
4880,CN-2022585575,2022/04/01,2022/04/07,标准级,李-19066,孔玉华,消费者,上海,上海,中国,华东,技术-电话-10002020,技术,电话,柯尼卡 白色电话,2348.28,3,0.44,-329.28
4881,CN-2024640497,2024/04/26,2024/04/29,标准级,王-14874,韩建华,消费者,台北,内蒙古,中国,华北,技术-电话-10004397,技术,电话,惠普 工业电话,24721.04,10,0.35,2748.04
4882,CN-2024588345,2024/06/19,2024/06/22,二级,翟-16626,汪彬,公司,重庆,重庆,中国,西南,办公-收纳-10001539,办公用品,收纳具,Wilson Jones 耐用收纳具,9795.27,2,0.0,2108.28
4883,CN-2023299815,2023/11/26,2023/11/28,一级,卢-18494,杨娟,消费者,兴城,山西,中国,华北,技术-配件-10000996,技术,配件,惠普 银色配件,11671.44,10,0.0,3450.41
4884,CN-2022183597,2022/10/13,2022/10/20,二级,宋-18402,杜秀梅,消费者,太原,山西,中国,华北,技术-复印-10003051,技术,复印机,诺基亚 工业复印机,5598.73,2,0.0,1743.35
4885,CN-2021442880,2021/07/24,2021/07/31,标准级,雷-11168,陆磊,消费者,关岭,海南,中国,华南,办公-器具-10001946,办公用品,器具,Smead 工业器具,2107.48,5,0.0,-0.45
4886,CN-2023511729,2023/05/28,2023/06/01,标准级,王-17590,翁凯,消费者,拉萨,甘肃,中国,西北,家具-书架-10000632,家具,书架,Harbour Creations 白色书架,3208.07,1,0.22,630.85
4887,CN-2022648845,2022/04/09,2022/04/16,二级,蔡-16228,黄桂香,公司,南京,西藏,中国,西南,办公-器具-10004882,办公用品,器具,Fiskars 白色器具,1018.34,3,0.0,-175.17
4888,CN-2024894022,2024/01/09,2024/01/11,当日,李-17714,刘辉,公司,西安,吉林,中国,东北,办公-装订-10002804,办公用品,装订机,Wilson Jones 耐用装订机,49692.91,10,0.0,13984.47
4889,CN-2022408161,2022/02/04,2022/02/08,标准级,何-11437,符凤兰,小型企业,柳州,河南,中国,华中,家具-书架-10001010,家具,书架,Hon 蓝色书架,25189.94,7,0.0,5138.19
4890,CN-2021384699,2021/10/13,2021/10/20,标准级,何-16927,刘淑英,消费者,杭州,江苏,中国,华东,办公-装订-10001638,办公用品,装订机,KitchenAid 工业装订机,2908.45,2,0.0,1004.68
4891,CN-2023436187,2023/11/28,2023/12/04,二级,刘-11333,刘燕,小型企业,重庆,云南,中国,西南,家具-用具-10003515,家具,用具,Hon 耐用用具,17443.0,4,0.0,6039.81
4892,CN-2022713519,2022/06/02,2022/06/08,标准级,梁-13586,全婷,消费者,荆门,福建,中国,华东,办公-美术-10000259,办公用品,美术,Smead 黑色美术,480.28,2,0.39,73.86
4893,CN-2024308960,2024/04/18,2024/04/22,标准级,王-19341,吴秀英,消费者,重庆,河南,中国,华中,技术-配件-10001810,技术,配件,诺基亚 工业配件,3048.76,1,0.0,291.48
4894,CN-2021585376,2021/02/05,2021/02/09,二级,杨-19338,那宇,消费者,兴城,辽宁,中国,东北,家具-桌子-10000217,家具,桌子,Office Star 蓝色桌子,1862.94,2,0.53,-86.12
4895,CN-2024268241,2024/07/15,2024/07/16,标准级,唐-13564,田婷婷,消费者,辽阳,湖北,中国,华中,办公-美术-10001430,办公用品,美术,Avery 白色美术,9167.38,6,0.0,2875.78
4896,CN-2024927290,2024/08/28,2024/08/29,当日,刘-21437,王雪,消费者,北镇,河南,中国,华中,技术-复印-10003728,技术,复印机,柯尼卡 工业复印机,4043.08,7,0.0,574.69
4897,CN-2024746274,2024/10/12,2024/10/14,标准级,李-13849,蒋雪,消费者,阜新,湖南,中国,华中,技术-配件-10001775,技术,配件,松下 白色配件,3727.12,2,0.54,651.01
4898,CN-2022211825,2022/09/22,2022/09/27,标准级,张-12137,杨丽华,消费者,福州,甘肃,中国,西北,家具-用具-10002756,家具,用具,SAFCO 实惠用具,504.44,7,0.11,110.93
4899,CN-2022251389,2022/07/12,2022/07/17,标准级,刘-12610,汪柳,消费者,嘉禾,辽宁,中国,东北,家具-桌子-10001070,家具,桌子,Hon 工业桌子,633.94,1,0.22,55.83
4900,CN-2023354203,2023/05/28,2023/05/31,标准级,王-17133,方红梅,消费者,贵阳,河南,中国,华中,办公-系固-10000227,办公用品,系固件,Smead 实惠系固件,17114.72,8,0.37,-624.8
4901,CN-2022668527,2022/03/05,2022/03/12,标准级,黄-11679,高桂英,消费者,巢湖,吉林,中国,东北,技术-复印-10003515,技术,复印机,柯尼卡 黑色复印机,6188.9,9,0.0,-1007.02
4902,CN-2021272364,2021/04/03,2021/04/10,二级,赵-19704,徐丽,公司,银川,黑龙江,中国,东北,技术-电话-10003051,技术,电话,诺基亚 耐用电话,5840.36,9,0.0,1714.26
4903,CN-2024857789,2024/09/20,2024/09/27,标准级,牛-10888,彭玉兰,公司,武汉,西藏,中国,西南,技术-设备-10003965,技术,设备,三星 红色设备,6427.98,5,0.57,1350.47
4904,CN-2023909943,2023/01/18,2023/01/19,一级,郭-20769,黄柳,小型企业,上海,上海,中国,华东,家具-书架-10000344,家具,书架,SAFCO 黑色书架,4981.25,4,0.0,749.77
4905,CN-2024846138,2024/05/12,2024/05/17,二级,姚-18766,申琴,公司,关岭,黑龙江,中国,东北,办公-标签-10002491,办公用品,标签,Avery 白色标签,17298.12,6,0.0,3678.87
4906,CN-2023624654,2023/05/26,2023/05/31,标准级,李-14584,陆玉梅,小型企业,南宁,甘肃,中国,西北,家具-书架-10000235,家具,书架,Hon 工业书架,23415.21,5,0.0,786.4
4907,CN-2021678095,2021/08/18,2021/08/22,标准级,钟-20877,李淑珍,消费者,南昌,辽宁,中国,东北,办公-美术-10003716,办公用品,美术,GlobeWeis 红色美术,1885.43,1,0.48,243.28
4908,CN-2023707899,2023/04/01,2023/04/07,标准级,高-12856,谢秀荣,消费者,嘉禾,海南,中国,华南,技术-电话-10003866,技术,电话,柯尼卡 红色电话,8043.59,6,0.19,2764.55
4909,CN-2024650180,2024/03/06,2024/03/07,标准级,张-16766,杨静,消费者,六盘水,河南,中国,华中,办公-系固-10003998,办公用品,系固件,Avery 实惠系固件,7265.4,4,0.24,-1060.98
4910,CN-2021384907,2021/01/01,2021/01/05,标准级,黄-21466,周桂香,公司,重庆,辽宁,中国,东北,办公-装订-10004574,办公用品,装订机,Smead 银色装订机,3973.28,7,0.28,1329.23
4911,CN-2024373472,2024/09/24,2024/09/26,标准级,刘-13270,叶瑜,消费者,辛集,吉林,中国,东北,技术-电话-10001303,技术,电话,三星 实惠电话,5787.89,2,0.0,74.53
4912,CN-2023258527,2023/07/20,2023/07/23,标准级,陈-20377,王淑珍,公司,佛山,湖南,中国,华中,办公-收纳-10002527,办公用品,收纳具,Fiskars 黑色收纳具,16318.38,8,0.0,3032.52
4913,CN-2021520170,2021/07/08,2021/07/13,标准级,黄-11588,朱莹,小型企业,北京,辽宁,中国,东北,办公-标签-10003084,办公用品,标签,Avery 耐用标签,31111.81,9,0.0,-5128.88
4914,CN-2022105913,2022/09/28,2022/09/30,标准级,韩-16306,邓畅,消费者,巢湖,湖北,中国,华中,办公-装订-10002800,办公用品,装订机,GlobeWeis 蓝色装订机,27449.99,10,0.0,273.36
4915,CN-2021215352,2021/09/11,2021/09/17,二级,尹-20827,陈丹,消费者,长春,湖北,中国,华中,技术-配件-10004514,技术,配件,松下 红色配件,8064.9,7,0.56,2421.49
4916,CN-2022287844,2022/05/06,2022/05/10,当日,任-15176,马桂兰,消费者,荆门,河南,中国,华中,家具-桌子-10001375,家具,桌子,Novimex 实惠桌子,14732.18,3,0.0,4360.93
4917,CN-2024549830,2024/02/27,2024/03/02,一级,伍-18969,张桂芳,小型企业,乌鲁木齐,内蒙古,中国,华北,技术-电话-10003448,技术,电话,诺基亚 工业电话,22144.5,7,0.0,3248.49
4918,CN-2021479985,2021/04/04,2021/04/05,标准级,贾-16689,陶琴,消费者,长春,吉林,中国,东北,技术-配件-10000809,技术,配件,惠普 实惠配件,4244.69,2,0.0,683.06
4919,CN-2022453288,2022/07/19,2022/07/20,标准级,章-17946,牛敏,消费者,上海,西藏,中国,西南,技术-配件-10004863,技术,配件,思科 黑色配件,17704.85,9,0.0,3803.43
4920,CN-2023472456,2023/03/20,2023/03/25,当日,朱-17965,廖帆,公司,六安,黑龙江,中国,东北,技术-复印-10003520,技术,复印机,柯尼卡 耐用复印机,2475.86,2,0.58,516.78
4921,CN-2024272306,2024/05/07,2024/05/14,标准级,张-14046,程瑞,小型企业,阜新,广东,中国,华南,技术-电话-10002207,技术,电话,松下 蓝色电话,21068.05,9,0.0,2743.48
4922,CN-2024664732,2024/06/19,2024/06/25,标准级,张-18577,许建,消费者,佛山,湖北,中国,华中,家具-书架-10003802,家具,书架,Office Star 蓝色书架,41914.08,10,0.0,-4176.8
4923,CN-2023296009,2023/11/14,2023/11/20,标准级,曾-14049,江英,消费者,宜都,海南,中国,华南,办公-纸张-10000878,办公用品,纸张,Avery 黑色纸张,7459.86,2,0.0,-1211.36
4924,CN-2022699151,2022/08/19,2022/08/22,标准级,吴-13138,杨春梅,消费者,辛集,辽宁,中国,东北,家具-椅子-10003325,家具,椅子,SAFCO 工业椅子,21433.63,8,0.0,57.43
4925,CN-2021579471,2021/08/14,2021/08/16,标准级,陈-19521,许玉珍,消费者,齐齐哈尔,黑龙江,中国,东北,办公-器具-10000883,办公用品,器具,Smead 蓝色器具,18179.94,4,0.0,1457.53
4926,CN-2024951275,2024/10/08,2024/10/15,一级,丛-19532,黄楠,公司,宁德,甘肃,中国,西北,技术-电话-10000269,技术,电话,三星 蓝色电话,28545.99,6,0.0,4432.24
4927,CN-2024713838,2024/02/24,2024/02/26,二级,郑-11094,曹丹,消费者,上海,上海,中国,华东,技术-配件-10001495,技术,配件,柯尼卡 红色配件,24037.02,6,0.0,222.73
4928,CN-2024793436,2024/11/26,2024/11/30,标准级,张-19593,蔡丽华,消费者,宁德,海南,中国,华南,家具-桌子-10000727,家具,桌子,Office Star 蓝色桌子,16299.74,9,0.29,769.31
4929,CN-2021480160,2021/03/24,2021/03/31,标准级,高-20745,鞠凤兰,消费者,郑州,广东,中国,华南,家具-桌子-10001495,家具,桌子,SAFCO 白色桌子,5030.77,8,0.0,-6.86
4930,CN-2022907377,2022/06/27,2022/07/04,二级,屈-13497,宋利,公司,辛集,黑龙江,中国,东北,技术-配件-10004468,技术,配件,三星 耐用配件,14115.47,9,0.57,4233.92
4931,CN-2023737408,2023/04/23,2023/04/27,二级,马-21324,范彬,消费者,合肥,湖南,中国,华中,家具-书架-10000989,家具,书架,Hon 白色书架,2023.51,1,0.0,52.46
4932,CN-2023927422,2023/11/07,2023/11/11,一级,胡-21026,巫磊,消费者,巢湖,云南,中国,西南,家具-桌子-10004558,家具,桌子,Office Star 红色桌子,16370.09,5,0.0,3517.83
4933,CN-2023648530,2023/06/01,2023/06/05,一级,张-14591,李秀梅,公司,杭州,黑龙江,中国,东北,家具-书架-10001846,家具,书架,SAFCO 黑色书架,9687.47,4,0.0,310.03
4934,CN-2024743836,2024/08/22,2024/08/25,标准级,沈-10679,杨浩,消费者,澳门,西藏,中国,西南,办公-信封-10000672,办公用品,信封,KitchenAid 耐用信封,22780.15,10,0.0,-332.24
4935,CN-2021844584,2021/11/13,2021/11/17,标准级,蔡-16702,陆玉华,消费者,长春,四川,中国,西南,家具-书架-10000789,家具,书架,Novimex 工业书架,41232.48,9,0.0,-7694.95
4936,CN-2022256392,2022/12/12,2022/12/13,一级,陈-17555,闵桂兰,消费者,上海,广东,中国,华南,技术-配件-10001091,技术,配件,三星 红色配件,5966.48,4,0.0,-785.39
4937,CN-2022972925,2022/01/23,2022/01/30,标准级,叶-21586,李军,消费者,兴安盟,湖南,中国,华中,办公-装订-10001653,办公用品,装订机,KitchenAid 白色装订机,15538.95,8,0.0,3093.55
4938,CN-2021361044,2021/01/10,2021/01/15,二级,洪-17795,戴梅,公司,香港,宁夏,中国,西北,技术-复印-10000244,技术,复印机,松下 蓝色复印机,45572.51,10,0.0,8382.42
4939,CN-2021569602,2021/08/02,2021/08/06,标准级,林-18700,刘浩,消费者,武汉,广东,中国,华南,办公-信封-10002396,办公用品,信封,Fiskars 红色信封,8956.75,3,0.0,-915.84
4940,CN-2024619193,2024/09/26,2024/10/01,标准级,沈-13862,胡博,小型企业,南京,湖北,中国,华中,办公-信封-10002886,办公用品,信封,Avery 银色信封,10154.59,3,0.0,1558.2
4941,CN-2023605234,2023/12/18,2023/12/24,一级,高-21293,张杰,消费者,哈尔滨,海南,中国,华南,办公-信封-10004233,办公用品,信封,Wilson Jones 实惠信封,19112.23,5,0.0,7394.84
4942,CN-2022949560,2022/10/20,2022/10/27,二级,丁-17757,庞丽华,消费者,哈尔滨,广东,中国,华南,家具-椅子-10000585,家具,椅子,SAFCO 蓝色椅子,20629.16,7,0.0,-164.09
4943,CN-2023705706,2023/05/18,2023/05/21,二级,刘-19830,毛建平,小型企业,合肥,河北,中国,华北,家具-桌子-10003726,家具,桌子,SAFCO 工业桌子,9961.12,4,0.0,3305.95
4944,CN-2023104985,2023/07/14,2023/07/21,标准级,石-21769,戴岩,消费者,北镇,吉林,中国,东北,办公-器具-10003420,办公用品,器具,Smead 白色器具,2489.13,2,0.0,-193.38
4945,CN-2021185697,2021/01/11,2021/01/16,二级,王-15467,王莉,公司,邯郸,吉林,中国,东北,办公-用品-10004048,办公用品,用品,Avery 蓝色用品,6976.55,4,0.0,2236.51
4946,CN-2022948648,2022/04/05,2022/04/09,二级,赵-12183,杜春梅,消费者,大冶,湖南,中国,华中,家具-书架-10003168,家具,书架,Novimex 黑色书架,18928.5,4,0.0,1746.86
4947,CN-2024322619,2024/05/28,2024/05/30,二级,罗-17601,穆秀珍,消费者,银川,辽宁,中国,东北,家具-椅子-10004153,家具,椅子,Novimex 实惠椅子,10047.28,4,0.0,3318.02
4948,CN-2024347817,2024/08/12,2024/08/14,标准级,苗-19082,赵超,小型企业,重庆,江苏,中国,华东,技术-电话-10003764,技术,电话,诺基亚 银色电话,12931.59,9,0.0,2144.69
4949,CN-2022948608,2022/09/08,2022/09/09,标准级,张-10127,王坤,消费者,太原,海南,中国,华南,技术-配件-10003064,技术,配件,三星 白色配件,4841.48,3,0.0,329.23
